total_bps_1way,CAGR_net,Sharpe_net,ann_turnover,excess_CAGR,IR
0,0.09159860120225982,0.4834100284530365,12.946224528570884,0.005274294872706475,0.005013945834914487
2,0.08877775593411386,0.46808862760831343,12.946224528570884,0.002453449604560509,-0.01839306448308716
5,0.08455896418912334,0.4450880533349948,12.946224528570884,-0.001765342140430004,-0.05348124160186774
10,0.0775607959795146,0.4067119955312369,12.946224528570884,-0.00876351035003875,-0.11187553488191598
15,0.0706038752877638,0.36829594003906346,12.946224528570884,-0.01572043104178955,-0.1701197189295725
20,0.06368798188710745,0.32985400514645424,12.946224528570884,-0.0226363244424459,-0.2281652586948201
30,0.04997840131965914,0.2529489813977138,12.946224528570884,-0.03634590500989421,-0.34347084496269426
50,0.02304199419244468,0.09944724183422636,12.946224528570884,-0.06328231213710866,-0.5696825783535924
